user_id,total_play_seconds,artist_name,genre_name,track_name
29FC1183,4.0,S.O.D.A.,Electronic,Stranger Kind of Mine
D823A341,162.53,Mert,Hip Hop - German Hip Hop,Danke Baba
FBA7ADA4,41.84235827664399,T-Biggest,R&B - Disco,Eyes on Me
E88837A0,221.34,Melvin War,Latin: Bachata,Veneno
9ACE04D0,147.748,Son Oriente Golden Club,Latin - Urban,Rumba Nama
2CC07168,203.0,Future Hit Makers,Pop,Heartbreak 'Make Me A Dancer' (as made famous by Freemasons)
92A62E07,1.3090000000000002,HAEVN,Pop,Mind Games
1B080B00,9.642000000000001,Tomoharu Ushida,Classical,Glinka: The Lark
48D410AE,15.397,Opera Rock,Metal/Punk: 80's Metal,Out in the Dark
938B214,50.0,Richard Hartley,Soundtrack,Boccerini: Minuet In D
AAE15CB7,11.640705079166667,Dr. Snoop,Hip-Hop/Rap,The Next Episode
B337E9C,384.0,VUUR,Progmetal,Valley of Diamonds - Mexico City
6AB7A955,256.0261,Compact Disco,Pop,All Night
4F33052C,223.268542,David BN,Dance - House,Inna Gimme
88D6B252,2.323,Girls of Pop,Pop,Sober
B6839267,1.0,SWV,R&B,Give It To Me
D0B246E3,14.369000000000002,Comedian Harmonists,Jazz - Traditional,Ein Bischen Leichtsinn Kann Nicht Schaden
87C2D8D5,1.258,Cagedbaby,Dance,Against the Wall
E6ABC325,34.0,Kiuas,Metal,The New Chapter
B5AFBAB2,0.1,Ava,Dance/House/Techno,We Don't Care
18914463,4.678999999999999,Ape,Hip Hop/Rap,La resa dei conti
6F925E47,364.17306099999996,Skeptical,Dnb,Imperial
C995079C,22.519000000000002,Square Form,Videogame,"Terminator 2: Judgment Day Theme (From ""Terminator 2: Judgment Day"")"
56CEAC16,323.15,Xaver Fischer Trio,Jazz - Nu Jazz / Acid Jazz,Concerto for Square Wave
E1FAFC7D,307.09023199999996,Bombino,World,Adounia (Life)
D0261DE6,281.965708,Centurion,Electronic,Centuries
BDC8264,210.3943939087178,Alex Twitchy,Future House - G-House,Girls Like That
8CD28B86,1.7519999999999998,Zafrir,World - Ethnic,Jooni Joonom
1E41CBD8,1.9380000000000002,Sven Väth,Techno,Contact
F5E5D5B3,8.0,Ames,Pop,Fluid
30B86827,148.0,Mujeres Latinas,Latin: General,Orale Caballero
A86B0073,0.6519722000000001,Michael Rother,Dance - Electro,Feuerland
65D3292B,1.9680000000000002,Eneli,Pop,Chasing You
1C60022B,19.277,Phil Baldwin,Electronic: Synthpop,Gesture
30E1F60E,0.1,Benjamin Dolluh JFK & Marty Ray Project,Hip-Hop/Rap,Beardin on 'em
4D7F9CC2,16.094,Cornelia Rednic,World Music,Avut-am bine pe lume
1AD8EFE2,496.605,Edself,Dance,Pink & Floyd
7D726968,63.246088,Haschak Sisters,Pop,Perfect for Me
B48FB73E,5.48338587256943,John Mutunga Kioko,World Music,Rhoda Wi Wakwa
5C7E16C5,7.0,Gangsta Boo,Hip-Hop/Rap,Laughin @'em
4394DA35,8.876862,Serious-Music,Rock: Soft Rock,Die Zeit
8416103B,90.0,Ramz,Rap,Barking
7674BB9F,169.795918,K.A.D,Electronic,Friday Night
F896331F,0.0,Jelz Much,Rap/Hip-Hop,Up in the Sky
3B73C4E6,107.485,Rishloo,Rock: Progressive Rock,My Favorite Things
C8C96570,0.0,Jacco Gardner,Alternative,Chameleon
905A3268,186.88,Oscar Nilsson,Metal,Lost Cause
31027A23,0.516,Tax Free,Jazz - Nu Jazz / Acid Jazz,Ground Zero Extra Dub
B1C1D477,56.022124,Vienna Symphony Orchestra/Edouard van Remoortel Conductor/Jean Madeira Mezzo-Soprano,Classical,The Three Cornered Hat (El Sombrero de Tres Picos) (VI. Final Dance)
9E58DC63,0.0,Atwater~Donnelly,Folk: Traditional Folk,Anachie Gordon
F2172B15,262.504475,Florian Pellissier Quintet,Jazz: Contemporary Jazz,Coup de foudre à Thessalonique
2D04696D,5.603,Beautiful Nothing,Rock: Experimental Rock,The Unknown
BD31BC58,15.947000000000001,Tim Rollinson,Jazz: Contemporary Jazz,Hey Ya
399F079F,266.425,Brain,Rap/Hip Hop,How Can U Sleep
2C911E7A,6.0,Morten Myklebust,Pop (Singer/Songwriter),Lost
7B21C1A,0.0,Byront,Dance - Dubstep,Kemal
99607E4B,228.0,Polarsets,Electronic,Tropics
4972E267,1.375,Dubble Trubble,Hip-Hop/Rap,Changes
20B0568A,2.939539,Ian Raiburg,Blues,Pentru Barbati
A08D4C60,348.0,Wehbba,Dance - Techno,Third Wave
FEF3996F,0.1,The Limousines,Rock/Alternative,Fool's Gold
A4FC0A3A,5.824,Shreyas Saxena,Dance,Spaces
E06F6964,99.28200000000001,Hot Beatz,Pop,Disko Partizani
AAD87213,568.46,Day Dream,Psy Trance,Space Radio
65EB2ABB,3.409243,Oh My God! It's The Church,Hip-Hop/Rap,Preachin'
D2E56D35,0.0,Melhem Zein,World - Arabic,Reddou Habibi
E8D52652,164.80599999999998,Fud Leclerc,Pop,Ton Nom
6E759198,48.0,Galkin Evangelistic Team,Spiritual: Contemporary Christian,And Can It Be
7C5AD7CD,16.0,Carminho,R&B,O Amor É Assim
BDF1B85E,7.325,Rick Nelson,Country,Hello Walls
570A1559,121.0,Australian Youth Orchestra,Classical,Conyngham: Vast 3: The Centre - 6. Postlude
1CAC14E6,202.762417,Medlar,Electronic,Shake It
6CDDA05A,1.0,Xcedra,Hip-Hop/Rap,Gucci
38571ABA,1.682,Los de Abajo,Rock En Espanol,Esto No Es Una Elegia
2537949E,1.0,Keanu Silva,Dance,Children
ABA90A7D,291.596,Wooden Stake,Metal,In the Godless Moonlight
2932426C,25.944764000000003,Mante,Hip-Hop/Rap,Lil Wayne
91D6B350,85.72013100000001,Electronic Inspirations,Dance,E.T. (Katy Perry)
494BFD63,0.1,Turboweekend,Pop/Rock,Something Or Nothing
6B3E3DE3,5.772947763888889,The DeeKompressors,Pop,We Gon Party Tonight
F798801D,1.0,Larry Clinton & His Orchestra,Jazz,My Reverie
8B98CD6D,4.0,Michal Jablonski,Electronic,Shadow Moses
71D71C9B,42.318999999999996,Blâme,Dance - Techno,Paranoid
66BE8FB,184.24099999999999,May Weather,Rock: Punk-Pop,Your Life On Optimism
BF0210E5,6.577000000000001,Ahlberg,World (Worldmusic / Folklore / Volkstüml. Musik),Polska efter Helmer Nordensson
633C8670,250.0,G. I. and Jo,Pop: Pop/Rock,Can't Stop the Rain
97BA96B4,9.53624147297084,Clare Connors,Easy Listening: Mood Music,Plie
8A8E3A34,228.0,Lionel B. Ritchie,Classical,Hello
CFA0A210,235.0,Áine Aura,Electronic: Electro,Uncover
84415F7B,0.0,Shreya Ghoshal Varsha Srivastava.,World - India - Bollywood,Sanam Hum Tumse
FB2FC864,532.0,London Symphony OrchestraJosef Krips Conductor,Soundtrack,"Symphony No. 7 in a Major Op. 92 II. Allegretto (From ""The King's Speech"")"
A6AE36BD,220.0,Istanbul,World,İstanbul
CE1B427B,189.0,Chelsea Grin,Extrememetal,Right Now (Cover)
653B5290,0.0,The Skyliners,R&B,I Only Have Eyes for You
F4138DED,1.266,Yasuaki Shimizu,Electronic,Shiseido
7B852BA9,287.13793599999997,Edward De Rosa,Rock - Hard Rock / Heavy Metal,Legend: The Omega Man
92C3D279,196.243,Andrade El Chamaquito,Latin - Urban,Su Noviecita
8CA674FB,6.131,Press Play,Christian,NY2LA
79EDC93E,0.0,Meir Bar,Instrumental,Streets of Paris
5BC6E892,60.779002,Mr Wiggles,Hip-Hop/Rap,Flash Funk
24B2705A,4.897,RAN,Pop,Nyanyian Harapan
348EAF14,2.537,Indiscipline,Metal/Punk: Stoner Metal,Guts
9585FB20,296.249602,Pijn,Postrock,Denial
5E0218A3,133.884,The Aesthetic,Metal/Punk: Metalcore,Act I: Ten Thousand Screens
85F21CE3,203.885,Bill Douglass,Pop: Pop/Rock,Anything Else but You
B0371A1,0.1,unknxwn.,Alternative & Indie,dark light.
ED4EE3A5,0.0,Stand Out Riot,Rock: Ska,Get Mutual!
F6CAF5AA,2.673,Travis Cold,Pop - Singer Songwriter,Perfect Dreamer
AD666CE2,206.0,Jadu Heart,Indie,I'm a Kid
804FA5FE,0.0,Shakeric,Hip-Hop/Rap,Win
14A32114,209.972,Alan Yates Band,Rock: Modern Rock,Place In The Sun
302B56A2,181.0,Anna Bergendahl,Pop,Ashes To Ashes
7ABEBEE6,3.9189999999999996,Billy Esteban,Dance,Kolkota Taxi
15D77847,2.53,Magnus Karlsson’s Free Fall,Metal,When the Sky Falls
F16E26A1,49.025040999999995,The Vienna String Sextet,Classic - Chamber,"String Sextet Op. 85 ""Capriccio"""
5EDB9749,195.37,Revillusion,Rock: Industrial Rock,#Asyouwatchtheworldburn
7CFADF61,0.1,Effigy,Extrememetal,Darkest Day
683E4055,0.1,Alex Cosmo,Dance - House - Electro,Super Hero
E984C57E,240.61387799999997,I Mother Earth,Alternative,Production
C77A9320,0.0,TROPO,Chillout,Whisper
76025EF3,261.0,Cella Dwellas,Jazz,Perfect Match
6D9DDBA9,1.942186,Silvia Sandoval,Latin,Adelita
58D5A9C7,0.0,Finger,Electronic,I Got My Stereo
48A653A9,0.1,Leonie Casanova,Pop,Broken
D8C362AC,213.034443,LYUBEN,Dance/Electronic,It's True
9C64564,466.20734699999997,Sunlight Project,Electronic,What I Wanted
A313E132,1.0,Orquesta Sinfonica De Eslovenia,World,Super Mario Bros
B6665067,35.231,Hermitage Museum Orchestra,Classical,Snowstorm Suite: IV. Romance
9BE9FF54,189.048,Smrtdeath,Electronic/Dance,Cut Right Thru Me
5618BA0C,148.0,Welcome Back Sailors,Pop: Dream Pop,Something Great
9375F20F,67.0,TWO LANES,Electronic,Long Way Home
468D2561,3.4330000000000003,Theodore Ziras,Metal/Punk: Instrumental Metal,Loud and Proud
496F91C5,240.16,C-Block,Hip-Hop/Rap,The Future Is So Bright
A19CE97C,4.186611,SOTEI,Electronic,Inside
D1FCE392,197.564082,Kenny Price,Hip-Hop/Rap: Pop-Rap,MCM
E5B48E60,221.361625,The Widdler,Dance - Dubstep,Lost in Space Pt. 2
ABE2D35E,57.225,DJ Cocktail,Pop,Hurricane
63F4491E,0.0,Norwegian Nature Odyssey,New Age,White Stream
C305B330,147.0,Thomas H. Stumpf,Easy Listening - Lounge,Diamond Way
E5B28E3A,7.959882,Step,Hiphop / Rap,Memory Lane
3D4873C4,8.654,All City Affairs,Indie,Accidental Death Of A High School Football Player
BC9C118D,302.889792,Black & Brown,Jazz - Nu Jazz / Acid Jazz,Ink
994263A2,5.349359911715574,Arabb,Electronic: Drum'n'bass,Dusty Columbus (6 In Your Dome Piece)
675A0E3,7.932,Sekkleman,Electronic,Lightman
2CAE3C3A,36.858098999999996,KuroMoon,J-Pop,La Maldición
E3FD6B9E,25.0,Bloodline Muzic Group,Hip Hop,Whole Club Rockin
EEFDCEB7,10.193999999999999,Studio Buffo,Soundtrack,Hasla
EC78180B,17.746,Hybrid Glitch,Rock: Modern Rock,Incomplete
C0DE19B6,156.47136799999998,Boris Foong,Dance,Grievous
8568B1E3,5.771,Drive By Wire,Prog,The Whole Shebang
E9A7498E,233.06448999999998,Metro Boomin,Hip Hop,Blue Pill
4FDED163,387.0,Younes B,House - Progressive House,Unreal
A3A65E56,18.0,The Numbers,Pop: Pop/Rock,Blue Café
A061F2E7,67.96961999999999,Raizer,Rock,Precious
FEB5F67,13.618248999999999,Solis,Trance,Your Dawn
EF354BC5,195.024,Owen Grey,Reggae,Tommorrow Never Comes
E0FE8E50,5.0265058722222165,Fausto Trusso Sfrazzetto,Dance - Breakbeat / Drum & Bass,Aliens In London
994263A2,4.105566169161213,Paimon,Dance,Valentina
A104C0C5,0.0,Swing de Gitanes,Pop,Dialogue with Myself
690FEA14,1.9969999999999999,Southern Way,Alternative,Silent Hill
9E86A1DC,0.87,Lounge Music Café,Pop,Carry On My Wayward Son [Kansas Cover]
3B8D5A05,0.1,Fatme,Pop,Zali
CD2D82F9,186.06099999999998,Stereotic,Electronic,Escape
63021449,6.0,Dj Timens,Electronic,Belive
D9CB42A5,15.032,Neïman,R&B/Soul,All That Liquor (feat. Rayven Justice)
994263A2,2.262333373280963,Kontopoulos Dimitris,Soundtrack,Success Story 2
46EAEECF,0.0,Rich Halley,Jazz: Avant-Garde Jazz,Circumambulation (Feat. Clyde Reed Carson Halley & Michael Vlatkovich)
48DA28BE,3.377,Lorenzo Gallo,Dance - Electro - Commercial,I Want to Be
D7CBFC6E,413.978,Michael Fall,Dance/Electronic,One Touch
1B3ACF71,1.1440000000000001,Ram Dass,New Age,Rakhay Rakhanhaar
CEAF50A0,14.839023999999998,Tony Fontaine,Folk: Power-Folk,Help Me Make it Through the Night
CD0CEA8C,0.1,D'Artagnan,Pop,Lodi
D73B3C47,1.0,DJ Max Freeze,Electronic,Bitch
22BE6672,0.1,Afro Cuban All Stars,Latinfolk,Pío Mentiroso
2F45C8B4,8.972999999999999,Chance Thomas,Soundtrack,Calm Before the Storm
8C69168C,2.447,Big Tymers,Hip Hop,This Is How We Do
E1941239,0.0,Gary Dourdan,Rock/Alternative,Someone Told Me
476DE7DF,0.6659999999999999,Vega,Pop,Elimde Değil
ED1D9C8D,21.226,Cedrik,Israelirap,ילד מכונה
F7ABA38E,1.332883,Aredes,New Age,Siberian
6561B462,4.226,Davinci Willz,Hip-Hop/Rap,Fiat Lux (Interlude)
6164A7E2,20.89,Tom Pulse,Electronic,Taka Taka
B59E5B01,0.9262578000000001,The 60's Pop Band,Pop,Summertime Blues
367D2300,0.1,Mansfield.TYA,Rock - Folk,Sur le plafond
9E06F65D,85.59700000000001,Les Brown,Jazz,Sentimental Journey
E14CA51A,1.0,Longlake,Rock: Post-Rock/Experimental,Fragaria
4625E05D,553.154,Avant Garde,Psy Trance,Other Side in You
24B2705A,1.955,The Sound Studio,Alternative,Do do do do do do
144F0F9,1.7790000000000001,Gabriela Francesca,Pop: Today's Top 40,Blah Blah Blah
CB0115F3,1.905,Miklov,Electronic,Bulgaria
51C87AA5,3.944865550000008,rayvn,Rock/Alternative,Plastic Doll [feat. Todd Richman]
DF0AC98F,1.111,VILNA,Pop,Forest Song
746CB4BF,9.18,Cross-Over,Dance - Breakbeat / Drum & Bass - Jungle,Alone
6C1B8859,240.245,Will Sparks feat. Gloria Kim,Dance,Take Me
42B67825,0.0,Fresh Dom & Zyno,Electro House,Sombrero
EE2CC7B1,122.070204,Bella Paige,Pop,Chandelier
B7BCF417,253.853596,Jeanne Mas,Rock: Album Rock,Anna
4990FA1C,213.31591699999998,Anna Schulze,Alternative,Never Get the Best of Me
917F22F2,2.0,Milli Vanilli,Pop,Blame It on the Rain
A87F0414,2.0,Camila Ibañez,Latin - Urban,Duro Duro
A86B1CD4,1.0,Krafteck,Dance,Moonson
BD5BD071,3.989,Dr. Ra,World Beats,Otilia/Otilio
65578577,2.11,Don Kody,Hip Hop/Rap,The Culture Beat
B77D4024,190.333,James Smith,Singer Songwriter,T-Shirts
2D40B0B2,205.84400000000002,Nelly,Hip Hop,N Dey Say
2507F0AC,292.597542,Dolores Keane,Celtic,The Island
DF28A3E7,0.1,Chamber Choir Lege Artis,Classic,We Praise Thee o God No. 4 in G major
512D430E,3.0,George Tutundjian,World Music,Hayasdanen Yegadz Zinvor
222903A8,1.29,Madkid,Dance,Ynobe
ACAB1703,2.1215361180555563,APLSOZ,Electronic,Fun in the Sun
C4A6A003,191.796,Don Edwards,Country,Drift Along Lonely Cowboy
AE049460,26.679000000000002,Cause For Alarm,Alternative,Lies
44203353,24.090912,Paper Lace,Rock/Alternative,Get up! Get out of Your Lazy Beds (It's Christmas Time Again)
71916176,0.0,Hype,Rock: Punk,I Wanna Be Neil
14C1B08D,1.0,Emir Şamur,Pop: Pop,Saçma Sapan
CC3D3DC9,42.0,GoodVibez,Hip-Hop/Rap,Kid Cudi
6FD5C105,2.0,BFF,Pop,Me And The Music
B8112198,5.1080000000000005,Hip-hop & Rap,Hip-Hop,I Swear
66E3A40C,20.791999999999998,Azrah,Pop,There You'll Be
E90F12C2,8.123,NCS Rapper,Hip Hop/Rap,Maliciosa
11B37BF8,8.318999999999999,João Nogueira,Pop,Carente De Amor
2C3C9E66,247.762,Snts,Techno,Origin of Light
32636CDB,0.1,DJ Cosmoo,Dance - House,What The Fuck
129A235D,5.403,Boys of Fall,Rock,Chasing Lonely
32E5AA18,0.1,Andre Rizo,Electronic,Kiss me
2D7A2BF6,18.865,Chesterbeat,Fitness & Workout - Electro House,Freedom
34EB9555,170.50099999999998,K.a.a.n,Hip-Hop/Rap,Horses
B9EFE003,93.345191,Whip,Alternative : Folk,Father
4D229388,0.0,Divertifábulas,Anime,La Liebre Y La Torturga
D2C7DD61,219.412,Malu,Pop,Mia Fora Sto Toso
6A13389F,51.6818881,The Symphonic Orchestra,Pop,Beat It
6C39D074,42.0,Definition Of Sound,Pop,Dream Girl
7E874249,20.0,La Fuga,Rock,Mi canción
5C110B54,25.0,Vicmoren,Dance/Electronic,Modern Jesus
2E24F899,0.0,My Bloody Valentine,Alternative/Indie,Sometimes
6001F208,33.200454541567694,Adolfo Durante,Pop - Contemporary / Adult,Libertà
5390B69E,277.942857,Sabine Kors,Pop: Pop,Complacent
73281973,0.057,Stove,Rock,Favorite Friend
12F1F3D1,245.0,Marco e il Clan,World - Mediterranean - Italien,La valle dell'Eden / La valle
62A3CFC2,32.0,Dave Gahan,Pop,Stay
BEDC91A2,6.393,Robin Kay,Electronic: Techno,Jon's Retro-Phat Disco Mix Radio
9A4F8D33,321.378966,Auditory Canvas,Downtempo,Jade
F256C0B5,2.05,Robert Lenn,Musical,"Who Do You Love I Hope (From ""Annie Get Your Gun"")"
B49D30FB,13.130487923671419,Geneviève Racette,Pop (Folk),Parachute
4CEFBCFF,3.0,Koan,Rock: Grunge,Why???
AA98DE8F,54.119,The Blackbyrds,R & B,All I Ask
F99220CB,236.5910204081633,Maywave,Trance,unknown
68BC9338,297.935,Dave Dope,Electronic,I'm the Devil
EA58CC03,29.745,Beyond The Horizon,Downtempo,Sunrise
6A482D77,192.0,Zakladki,Electronics,Ahegao
7DAEA63C,23.285999999999998,Cab'Ral,Rock/Alternative,Sadgasm Episode 1 Season 1
6180E9F0,346.044082,Calmed by the Tides of Rain,Metal,Eternal Wisdom
9A7E1DA1,57.0,Ahmed Bukhatir,World,فاظفر
4964489D,46.138999999999996,Monica Cherubini,Easy Listening,7 e 40
20AB77FB,224.52244900000002,World Hip Hop Beats,Hip-Hop/Rap: Beat Tape,The Sky Is the Limit (85bpm)
1CB0EEF9,198.373875,Loretta Lynn,Country,I Can't Feel You Anymore
78DAE21A,195.697,Soula Kalfopoulou,Pop,Halima
9F4F4EA1,52.089,Rode,Electronic/Dance,Like Party
27296F48,106.0,Ourobonic Plague,Dance - Leftfield,The Outer Alphabet
E32BEAC6,1.4726059999999999,Sir Douglas Quintet,Rock,She's About A Mover
649714A7,1.0,One Vader,Electronic: Tech-House,Let's Fly to the Sky
9DFDD4D6,2.0,Mr Love & Justice,Pop: British Pop,What If ...?
55288218,12.74,Iris Chacon,Latin Music,Imi
9141322,1.0759999999999998,Timmy Kos,Dance,Infection
D14ECC09,29.0,Conjunto Casino,World Music,Moliendo Cafe
68EF1EFA,19.33097145693618,Grup Anadolu,World Music,Alihan
1271D562,6.682210886805546,Sugarstarr,Dance,Freak
76206C1B,184.293,Bishu,Dance,Machine
172F38,1.0,Tom Delay Beats,Hip-Hop/Rap: Instrumental Hip-Hop,Perks
1946383C,0.1,Sara Al Hani,World Music,Ade'e alaik
D3D55D2D,75.39,World Eater,Alternative - Punk,From Inside
27C4AAB6,443.0,Locked Groove,Electronic,Enigma
AE6F7ABC,348.342857,Miss Patty Miss and the Magic Circle,Alternative,Red Clouds
C71FACEB,35.518798,Charles Manson,Blues,The Hallways of the Always
AE00BEAD,5.0,K-y-o,Anime,Kira
F34013C3,4.246,Pirok,Dance,Toto
484B30EA,173.40599999999998,Kelly Andrew,Classical: Film Music,Arctic Queen
6969040D,245.65551000000002,Cara Dillon,Folk,Black is the Colour
73626C38,4.0,Wakizashi,Hip-Hop-Rap,Dealer
1C125510,273.55425,Saadji,Dance - Dub,Ea1a32
DADCE0FF,0.0,GE Music,Rock,Bullpen Brawl
1DD85BBF,18.0,Mihindu Ariyaratne,Rock/Alternative,Natasha
1E0A4736,435.278367,Osaka Rising,Blues: Rockin' Blues,Roller Coaster Ride
F1D577BD,1.88,Flaming Lips,Alternative,The Sparrow
ACA16382,0.0,Kamil Bartoszcze,Electronic: Electro,Hej Janicku Siwy Wlos (feat. Halinka Kosycka & Wladek Tomasik)
5E6EE417,7.0,Phentix,Electronic,Galaxite
74D7A972,273.0,Final Djs,house,Antigua
256C5094,1.0,Ryan Louder,Pop,Lana Del Rey's Lust for Life Ft. The Weeknd - Orchestral Variations
E8AC40FA,3.707425,Kojima Mayumi,World Music,Moby Dick
B89B3E36,4.0,Al Pancho,Dance,Rastafari
7C22BF89,6.651,Getto,Hip-Hop/Rap,Keeping It Gangsta
F101DA1F,1.0,Mastermind Guile,Hip-Hop/Rap: Gangsta Rap,My Homie Got Shot
6B64F479,152.691,The Futureheads,Pop,Decent Days and Nights
DE8D152,4.205,Maria Perzil,Pop,Blond
383748C4,0.0,Ray Viera,Latin: New York Salsa,Son Guaracha y Guaguanco
AC7C50DE,18.756,Vinny Chase,Hip Hop/Rap,Attack on Titan
325CE454,310.93016600000004,Jeronimo Karpouzakis,Dance,World Gypsy
381F349B,1.228,Jahguar,Pop,Sunflower
D0EAA5D9,44.273,Dan Selby,New Age,Fireside
994263A2,3.3449864222819023,Tailbone,Hardcore / Hardstyle - Old Skool,Survival
4E35A508,26.429000000000002,Ceephax Acid Crew,Electronica/Dance,Fossil Funk
CD04441B,233.86599999999999,Alex Medina Violin,Prog-House,Eclipse
A4CFCEC6,1.0,Sobo Blues Band,Blues: Blues-Rock,Jim Beam in My Blood Stream
F6990862,56.24100000000001,Hayden Shea,Hip-Hop/Rap,Duran Duran
EA6B5BB2,12.042,Erick Nelson,Christian,He Lives
7CCBDF40,283.41,Panzer AG,Electronic,When Death Embrace Me
8701D172,127.216292,Andrew Staples,Classical,Perséphone Pt. 1: Déesse aux mille noms puissante Déméter
B5FBC8F,1.0,Steve Rhyner & Fools Garden,Alternative,Save Me
E970A78B,19.0,DJ Pacha,Dance - House - Deep,Prozak
7922281E,3.9950989999999997,Ceyhun Çelik,World Music,Carmen
2F4238E9,220.234582,The Gentlemen,Pop: British Pop,This Is Where
8435AE93,126.01469399999999,Sara Jackson-Holman,Pop,Come By Fire
E562CE86,1.0,Gary Puckett,Country,Kiss You All Over
6A53E9FF,3.323,Alan Scaffardi,R&B/Soul,It's My Turn Now
C92117C,229.955917,Blutengel,Dark Wave,Complete
456AAAD6,2.074,SamyJay,Instrumental,Magic Room
651A72F0,0.0,Roger Sprung Doc Watson,Blues,When He Reached Down His Hand for Me
41F357A7,0.0,Delair Suzy,Pop,Avec son Tra la la
386129DD,132.0,100 House,Rock: 90's Rock,Shortgun
9D2FBA95,56.470929705215404,Robert Linton,New Age: Contemporary Instrumental,Gliding the Current
E49162C,14.845999999999998,GOT CLOUT,Hip-Hop/Rap,Bust Down
3495AE7D,2.7910000000000004,Lupid,Pop,Sag meinen Namen
77F7A71D,165.93200000000002,Rapsody,Hip-Hop/Rap: Rap,I Gotta
309313C,2.0,Jluis_DJ,Dance,Dance On the Floor
FCBEE6AB,312.11102,Alexander Lakatoš,Classical,Quartet for Strings No. 3 in F Minor Op. 73: I. Allegretto
1C07DEB4,1.3483450000000001,Pixie Lott,Pop,Jack
83640030,1.074,Samael,Industrial,Tribes of Cain
3E418A09,7.0,Salvatore Marletta,Childrens Music - Lullabies,Per il neonato
2C4DB0A4,422.03425,Mirage Of Deep,Chillout,Poems Without Words
5421355C,201.03799999999998,Winner,K-Pop,EVERYDAY Remix Version
F911A95B,70.676,1300payne,Rock/Alternative,Sex Pistols
C65F3115,280.032653,Forndom,Folk,I Hels sköte
92086BB,79.005,Pacifica,Deep House,Desert Sky
4891DE7,178.0,The Waifs,Folk,Eternity
194A9FCC,2.065,R. Star,Rock: Modern Rock,Perfect
427713D8,341.812245,Shugar House,Electronic,Feel My Vibes
E8435E97,324.0,Blinkbass,Future House,The Bass
C0C00701,276.55,DJ Bonzay,Dance & Electronic (Dance/Techno/Disco),Mon amour
5A39ADCD,12.0,Junior J,Dance,Save A Little Love
933A2B48,22.975,Piano Tribute Kings,Pop,Tonight (I'm F**kin' You)
9AF60A1C,148.2187083,Razor Crusade,Punk,The Low Spark
621E73D2,141.0,Vundabar,Rock: American Underground,Alien Blues
4DF6DE1D,242.69400000000002,Dreamhit,Electronic,Stardust
51DEB1B4,169.0,Ira May,Soul,Hit Me With The Drums
E7A4CE3B,82.803,Nicola Granillo,Latin,Otono Porteno
2DC00774,3.733,AM Radio,Rock: Album Rock,I Just Wanna Be Loved
714AB635,1.214,Craft,Rock,Again
450A5F4D,33.239625,Alienology,Hip Hop/Rap,Oros Gang Alien
3D0399D7,282.540408,Hectic Jwet Boyz,Hip-Hop/Rap,50 Cent
EB1CBA56,430.01,Toky,Dance - House - Deep,About You
673FFFE0,25.698017,Zatio,House - Progressive House,Festa-Brazil White Festival Anthem 2017
5791CCAA,82.087,Bebo Blaze,Hip-Hop/Rap,Timmy Turner
C6C12FD,0.0,Sylvering,Dance - Lounge,Cruel Summer
D83506BB,269.897125,Ricus Nel,Country,Hardekole
2B13FD39,330.03102,The Limelight,Pop,Every Step That I Make (feat. Gleb Sparrow Floor Seven)
A1069A76,2.0,Nel Oliver,Pop,You Are My Dream
E6E773A8,217.86122400000002,Chrissi Poland,Rock,Out of Touch (Hall & Oates)
BAEA51BF,13.322117069076974,Behzad,World,Leila
1E30B299,21.476999999999997,Hot Spot Blues Band,Blues,I got the blues
996D80BE,54.568999999999996,Rodge,Dance,Words
EB8788,49.73469564270833,DJ Bitman,Latin,Me Gustan
3FC3C74E,3.193494,Healing Music,New Age: Healing,Healing Music 13
1E8E6EC6,207.262,Happy Rhodes,Folk: Progressive Folk,Look For The Child
3A7AB8B9,0.0,DVOYSKY,Hip-Hop | Rap,Kina
7E081864,2.910574,Geoff Levin,Country,Liza Jane
83B165BE,14.207,Ess Vee,Hip-Hop/Rap,Run Away
DC8DB656,2.9560000000000004,Json,Hip-Hop/Rap,My G
B1E34253,1.9475060000000002,Monday Justice,Pop,California
CAD53AD5,225.0,Emily Barker & The Red Clay Halo,Folk,Pause
E82814AA,133.445,WHY BERRY,Hip Hop,KILLIN'
2992F75D,3.406,Rap Raven,Hip-Hop/Rap: British Rap,llow it
7264F88C,1.1440000000000001,Midnight Choir,Rock,October 8
3C69C265,5.968596,Benjamin Saunders,Classical,Millennial Countdown: Movement I.
E43F2FFB,89.257,Albert Lizzio,Classical,Suite No. 3 in D Minor: IV. Bourree
19617ACF,308.0,Slowblow,Alt-Folk,Phantom Of My Organ
3E97ED3A,4.0,Boy Crisis,Alternative,Dressed To Digress
2A9F66BF,0.0,Lizzies,Rock,Rosa Maria
5D7C1CD7,0.1,Annamaria d’Almeida,Pop,Dernière Danse
178F7148,0.0,Sandow,Pop,Born in the GDR
B42E6651,298.866939,Guenter Haas,Dance - Lounge - Chillout,Helping hand
FE91E307,63.601000000000006,Gabby Pahinui,World Music,'Ia 'Oe E Ka La
7AEA4D62,1.067,Fabrizio Albani,Miscellaneous,Radio Energy
9DBBE3D2,0.0,DeepNorth,Electronic,Endless Space
F533DDF8,200.7716142,K4DJ,Dance,Fatality
979B9C64,0.1,Bongeziwe Mabandla,World,Ndokulandela
DBE29895,3.7719720999999997,Basi,Hip-Hop/Rap,Maserati
DEE9DD7D,1.0,The Brig,House - Electro,Jungle
